CAS,CAS,Compound Name by Eybna,Compound Name,PubChem_CID,pubchemcid ,Eybna molecules,SMILES,Canonical_SMILES,Isomeric_SMILES,Canonical SMILES,Isomeric SMILES,Physical Description,Description,molecular type,Molecule family,Found in Cannabis,FEMA number,FEMA_No,Botanical Source,molecular mass (g/mol),Molecular Weight [g/mol],Empirical_Formula,molecular formula,Boiling Point [°C] @760 mmHg,boiling point (celsius),Melting Point [°C],Melting point (celcius),Density [g/cm3] @25 °C,density (g/cm3),Flash Point [°C],flash point (celsius),Vapor Pressure [mmHg] @25 °C,vapour pressure (kPa),Water Solubility [mg/L] @25 °C (water),Solubility General,Water Solubility (mg/l @ 20C),Physical State ,Physical State,Physical Description,Oral LD50 rat (mg/kg),Oral LD50 mouse (mg/kg),Dermal LD50 rabbit (mg/kg),ODT(ppb),aroma description,Aroma Color,Intensity (1-10),Flavor,Flavor,Odor,Odor,Odor Threshold,Long Description,Family Type
103-48-0,103-48-0,,Phenethyl isobutyrate,6999975,7655,0,CC(C)C(=O)OCCC1=CC=CC=C1,CC(C)C(=O)OCCc1ccccc1,,CC(C)C(=O)OCCc1ccccc1,CC(C)C(=O)OCCc1ccccc1,"N-propyl acetate appears as a clear colorless liquid with a pleasant odor. Flash point 58 °F. Less dense than water, Vapors are heavier than air.; Water or Solvent Wet Solid; Liquid; Colorless liquid with a mild, fruity odor; [NIOSH]; Liquid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless mobile liquid with a fruity, pear-raspberry odour; Colorless liquid with a mild, fruity odor.",,,,,2925,2925,,192.25,192.25,C12H16O2,C12H16O2,101.61,230,-95,,,0.987-0.990,14.44,,35.9,,4,"2 % (NIOSH, 2024); 18900 mg/L (at 20 °C); Miscible with alcohols, ketones, esters, hydrocarbons; Soluble in carbon tetrachloride; MISCIBLE WITH CASTOR AND LINSEED OILS; In water, 1.89X10+4 mg/L at 20 °C; 18.9 mg/mL at 20 °C; Solubility in water, g/100ml at 16 °C: 1.6 (poor); miscible with alcohol, ether; soluble 1ml in 60ml water; 1 ml in 1 ml 95% alcohol (in ethanol); 2%",Insoluble in water; soluble in oils; 1 mL in 3 Ml 80% ethanol (in ethanol),liquid,gas,"N-propyl acetate appears as a clear colorless liquid with a pleasant odor. Flash point 58 °F. Less dense than water, Vapors are heavier than air.; Water or Solvent Wet Solid; Liquid; Colorless liquid with a mild, fruity odor; [NIOSH]; Liquid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless mobile liquid with a fruity, pear-raspberry odour; Colorless liquid with a mild, fruity odor.",,,,,,,,"Pleasant, bittersweet flavor reminiscent of pear on dilution.",,,"Pleasant odor; Odor of pears; Mild, fruity odor",Odor Threshold Low: 0.04 [ppm]; Odor Threshold High: 0.7 [ppm]; Detection odor threshold from AIHA (mean = 0.18 ppm); 0.21 mg/cu m (odor low); 105.00 mg/cu m (odor high).,Liquid; Colourless to slighty yellow liquid; fruity-rosy odour,
123-38-6,123-38-6,,Propanal,61982,527,0,CCC=O,CCC=O,,CCC=O,CCC=O,"Solid with a spicy pungent odor like ginger; [Merck Index] Commercial substance: Yellowish liquid; [HSDB] Solid; [MSDSonline]; Solid; Yellowish to yellow-brown crystalline mass, sweet, spicy, warm, heavy floral, mildly animal balsamic, vanilla like odour",,,,,3124,3124,,58.08,58.08,C3H6O,C3H6O,,48.89,40.5,-81.11,,0.8657 g/cu cm at 25 °C,102,-9.44,,"235 mmHg at 68 °F ; 687 mmHg at 113 °F (NTP, 1992); 317.0 [mmHg]; 317 mm Hg at 25 °C; Vapor pressure, kPa at 20 °C: 31.3; 235 mmHg",,"Sparingly sol in water, petroleum ether; sol in ether, dil alkalies; Very soluble in ethyl ether; SOLUBILITY 1:1 IN 50% ALCOHOL; slightly soluble in water; moderately soluble (in ethanol)","50 to 100 mg/mL at 64 °F (NTP, 1992); Soluble in water; miscible with ethanol, ethyl ether; SOL IN CHLOROFORM; In water, 3.06X10+5 mg/L at 25 °C; 306 mg/mL at 25 °C; Solubility in water, g/100ml: 20; miscible with alcohol, ether, water",gas,liquid,"Solid with a spicy pungent odor like ginger; [Merck Index] Commercial substance: Yellowish liquid; [HSDB] Solid; [MSDSonline]; Solid; Yellowish to yellow-brown crystalline mass, sweet, spicy, warm, heavy floral, mildly animal balsamic, vanilla like odour",,,,,,,,"SHARP TASTE SIMILAR TO GINGER; SWEET, SPICY TASTE",,,"STRONG, PUNGENT ODOR REMINISCENT OF GINGER; SWEET, SPICY AROMA",,"Propionaldehyde appears as a clear colorless liquid with an overpowering fruity-like odor. Less dense than water. Flash point 15 °F. Vapors are heavier than air.; Liquid; Liquid with a suffocating odor; [Merck Index] Clear colorless liquid with an overpowering fruity odor; [CAMEO]; COLOURLESS LIQUID WITH PUNGENT ODOUR.; colourless, mobile liquid/sharp, pungent odour; A clear colorless liquid with an overpowering fruity odor.",
109-60-4,109-60-4,,Propyl Acetate,107561,7997,0,CCCOC(=O)C,CCCOC(C)=O,,CCCOC(C)=O,CCCOC(C)=O,Liquid; colourless to pale yellow liquid with a fruity odour,,,,,3622,3622,,102.13,102.13,C5H10O2,C5H10O2,,101.61,,-95,,0.8820 g/cu cm at 25 °C,,14.44,,"67.21 mmHg (USCG, 1999); 35.9 [mmHg]; VP: 1 Pa at -69 °C; 10 Pa at -51 °C; 100 Pa at -29 °C; 1kPa at 0 °C; 10 kPa at 40.9 °C; 100 kPa at 101.2 °C (extrapolated); 35.9 mm Hg at 25 °C; Vapor pressure, kPa at 20 °C: 3.3; 25 mmHg",,1 ml in 10 ml 95% alcohol (in ethanol),"2 % (NIOSH, 2024); 18900 mg/L (at 20 °C); Miscible with alcohols, ketones, esters, hydrocarbons; Soluble in carbon tetrachloride; MISCIBLE WITH CASTOR AND LINSEED OILS; In water, 1.89X10+4 mg/L at 20 °C; 18.9 mg/mL at 20 °C; Solubility in water, g/100ml at 16 °C: 1.6 (poor); miscible with alcohol, ether; soluble 1ml in 60ml water; 1 ml in 1 ml 95% alcohol (in ethanol); 2%",gas,liquid,Liquid; colourless to pale yellow liquid with a fruity odour,,,,,,,,,,,,,"N-propyl acetate appears as a clear colorless liquid with a pleasant odor. Flash point 58 °F. Less dense than water, Vapors are heavier than air.; Water or Solvent Wet Solid; Liquid; Colorless liquid with a mild, fruity odor; [NIOSH]; Liquid; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless mobile liquid with a fruity, pear-raspberry odour; Colorless liquid with a mild, fruity odor.",
122-48-5,122-48-5,,Zingerone,442461,31211,0,CC(=O)CCC1=CC(=C(C=C1)O)OC,COc1cc(CCC(C)=O)ccc1O,,COc1cc(CCC(C)=O)ccc1O,COc1cc(CCC(C)=O)ccc1O,"Other Solid; Liquid, Other Solid; Liquid; Dry Powder; Pellets or Large Crystals; Solid; White crystalline powder; Sweet fruit-like aroma",,,,,3487,3487,,194.23,194.23,C11H14O3,C11H14O3,,-188,91,40.5,,1.138-1.139 @ 25 °C,,102,,,,"Sparingly soluble in water, soluble in propylene glycol; Soluble (in ethanol)","Sparingly sol in water, petroleum ether; sol in ether, dil alkalies; Very soluble in ethyl ether; SOLUBILITY 1:1 IN 50% ALCOHOL; slightly soluble in water; moderately soluble (in ethanol)",liquid,liquid,"Other Solid; Liquid, Other Solid; Liquid; Dry Powder; Pellets or Large Crystals; Solid; White crystalline powder; Sweet fruit-like aroma",,,,,,,,,,,,,"Solid with a spicy pungent odor like ginger; [Merck Index] Commercial substance: Yellowish liquid; [HSDB] Solid; [MSDSonline]; Solid; Yellowish to yellow-brown crystalline mass, sweet, spicy, warm, heavy floral, mildly animal balsamic, vanilla like odour",
57378-68-4,57378-68-4,,Delta-Damascone,443156,5365916,0,C/C=C/C(=O)C1C(C=CCC1(C)C)C,CC=CC(=O)C1C(C)C=CCC1(C)C,C/C=C/C(=O)C1C(C)C=CCC1(C)C,CC=CC(=O)C1C(C)C=CCC1(C)C,C/C=C/C(=O)C1C(C)C=CCC1(C)C,"Colorless liquid; [Alfa Aesar MSDS]; colourless to pale yellow liquid with a musty, nutty, peanut butter odour",,,,,3281,3281,,192.3,192.3,C13H20O,C13H20O,,,,,,0.920 -0.940,,,,,,"soluble in water, organic solvents, oils; miscible at room temperature (in ethanol)",1 ml in 10 ml 95% alcohol (in ethanol),liquid,liquid,"Colorless liquid; [Alfa Aesar MSDS]; colourless to pale yellow liquid with a musty, nutty, peanut butter odour",,,,,,,,,,,,,Liquid; colourless to pale yellow liquid with a fruity odour,
4940-11-8,4940-11-8,,Ethyl Maltol,439250,21059,0,CCC1=C(C(=O)C=CO1)O,CCc1occc(=O)c1O,,CCc1occc(=O)c1O,CCc1occc(=O)c1O,Colourless liquid; cofee-like aroma,,,,,3347,3347,,140.14,140.14,C7H8O3,C7H8O3,,290,,91,,,,,,,,"Insoluble in water,soluble in organic solvents; Miscible at room temperature (in ethanol)","Sparingly soluble in water, soluble in propylene glycol; Soluble (in ethanol)",liquid,liquid,Colourless liquid; cofee-like aroma,,,,,,,,,,,,,"Other Solid; Liquid, Other Solid; Liquid; Dry Powder; Pellets or Large Crystals; Solid; White crystalline powder; Sweet fruit-like aroma",
13925-00-3,13925-00-3,,2-Ethylpyrazine,67179,26331,0,CCC1=NC=CN=C1,CCc1cnccn1,,CCc1cnccn1,CCc1cnccn1,,,,,,2555,2555,,108.14,108.14,C6H8N2,C6H8N2,,153,,,,0.981-1.000,,,,1.67 [mmHg],,,"soluble in water, organic solvents, oils; miscible at room temperature (in ethanol)",liquid,,,,,,,,,,,,,,,"Colorless liquid; [Alfa Aesar MSDS]; colourless to pale yellow liquid with a musty, nutty, peanut butter odour",
59020-85-8,59020-85-8,,Furfuryl thiopropionate,443158,62143,0,CCC(=O)SCC1=CC=CO1,CCC(=O)SCc1ccco1,,CCC(=O)SCc1ccco1,CCC(=O)SCc1ccco1,Colourless liquid; odour of tomato leaves,,,,,3134,3134,,170.23,170.23,C8H10O2S,C8H10O2S,,97,,,,1.089-1.111 (20°),,,,,,Slightly soluble water; Soluble in fats; Miscible at room temperature (in ethanol),"Insoluble in water,soluble in organic solvents; Miscible at room temperature (in ethanol)",liquid,liquid,Colourless liquid; odour of tomato leaves,,,,,,,,,,,,,Colourless liquid; cofee-like aroma,
7779-50-2,7779-50-2,,Omega-6-Hexadecenlactone,638012,6515677,0,C1CCCC/C=C\CCCCC(=O)OCCCC1,O=C1CCCCC=CCCCCCCCCCO1,O=C1CCCC/C=C\CCCCCCCCCO1,O=C1CCCCC=CCCCCCCCCCO1,O=C1CCCC/C=C\CCCCCCCCCO1,"Isopentanoic acid is a colorless liquid with a penetrating odor. It is slightly soluble in water. It is corrosive to metals and to tissue.; Liquid; Liquid with a disagreeable odor like rancid cheese; [Merck Index] Clear colorless liquid with a disagreeable odor; [CHEMINFO]; colourless to pale yellow liquid with a disagreeable, rancid, cheese-like odour",,,,,3102,3102,,252.39,252.39,C16H28O2,C16H28O2,176.5,,-29.3,,,,70,,0.44,,4,"40700 mg/L (at 20 °C); SOL IN 24 PARTS WATER; SOL IN ALCOHOL, ETHER, CHLOROFORM; In water, 4.07X10+4 mg/l at 20 °C; 40.7 mg/mL; soluble in alcohol, ether and water",,,liquid,"Isopentanoic acid is a colorless liquid with a penetrating odor. It is slightly soluble in water. It is corrosive to metals and to tissue.; Liquid; Liquid with a disagreeable odor like rancid cheese; [Merck Index] Clear colorless liquid with a disagreeable odor; [CHEMINFO]; colourless to pale yellow liquid with a disagreeable, rancid, cheese-like odour",,,,,,,,ACID TASTE,,,"DISAGREEABLE, RANCID-CHEESE ODOR",Odor Threshold Low: 0.0015 [ppm]; Odor Threshold High: 0.72 [ppm]; Odor threshold from CHEMINFO,,
18640-74-9,18640-74-9,,2-Isobutylthiazole,60970,62725,0,CC(C)CC1=NC=CS1,CC(C)Cc1nccs1,,CC(C)Cc1nccs1,CC(C)Cc1nccs1,Colourless to yellow liquid; Strawberry aroma,,,,,3462,3462,,141.24,141.24,C7H11NS,C7H11NS,,,,,,0.993-0.997,,,,,,Insoluble in water; Soluble in propylene glycol and fixed oils; Soluble (in ethanol),Slightly soluble water; Soluble in fats; Miscible at room temperature (in ethanol),liquid,liquid,Colourless to yellow liquid; Strawberry aroma,,,,,,,,,,,,,Colourless liquid; odour of tomato leaves,
503-74-2,503-74-2,,Isovaleric Acid,53488170,10430,0,CC(C)CC(=O)O,CC(C)CC(=O)O,,CC(C)CC(=O)O,CC(C)CC(=O)O,clear liquid,,,,,,,,102.13,102.13,C5H10O2,C5H10O2,,176.5,,-29.3,,0.931 @ 20 °C/4 °C,,70,,0.44 [mmHg]; 0.44 mm Hg at 25 °C,,insoluble in water; soluble in ethanol and heptane,"40700 mg/L (at 20 °C); SOL IN 24 PARTS WATER; SOL IN ALCOHOL, ETHER, CHLOROFORM; In water, 4.07X10+4 mg/l at 20 °C; 40.7 mg/mL; soluble in alcohol, ether and water",liquid,liquid,clear liquid,,,,,,,,,,,,,"Isopentanoic acid is a colorless liquid with a penetrating odor. It is slightly soluble in water. It is corrosive to metals and to tissue.; Liquid; Liquid with a disagreeable odor like rancid cheese; [Merck Index] Clear colorless liquid with a disagreeable odor; [CHEMINFO]; colourless to pale yellow liquid with a disagreeable, rancid, cheese-like odour",
65416-14-0,65416-14-0,,Maltyl isobutyrate,5281532,3354132,0,CC1=C(C(=O)C=CO1)OC(=O)C(C)C,Cc1occc(=O)c1OC(=O)C(C)C,,Cc1occc(=O)c1OC(=O)C(C)C,Cc1occc(=O)c1OC(=O)C(C)C,clear liquid,,,,,,3852,,196.2,196.2,C10H12O4,C10H12O4,,176,,,,1.145-1.149,,,,,,insoluble in water; soluble in ethanol and heptane,Insoluble in water; Soluble in propylene glycol and fixed oils; Soluble (in ethanol),liquid,liquid,clear liquid,,,,,,,,,,,,,Colourless to yellow liquid; Strawberry aroma,
51755-83-0,51755-83-0,,3-Mercaptohexanol,5368798,521348,0,CCCC(CCO)S,CCCC(S)CCO,,CCCC(S)CCO,CCCC(S)CCO,"Liquid; Transparent liquid; [OECD SIDS: Primary Amyl Acetate (Mixed Isomers) - 2006] Colorless to pale yellow liquid with a fruity odor like bananas; [Charkit Chemical MSDS]; colourless to pale yellow liquid with an apple peel, banana odour",,,,,,3644,,134.24,134.24,C6H14OS,C6H14OS,,198,,,,0.975-0.980,,,,,,soluble in fat; slightly soluble in water,insoluble in water; soluble in ethanol and heptane,liquid,liquid,"Liquid; Transparent liquid; [OECD SIDS: Primary Amyl Acetate (Mixed Isomers) - 2006] Colorless to pale yellow liquid with a fruity odor like bananas; [Charkit Chemical MSDS]; colourless to pale yellow liquid with an apple peel, banana odour",,,,,,,,,,,,,clear liquid,
136954-21-7,136954-21-7,,3-Mercaptohexyl butyrate,12315259,537754,0,CCCC(CCOC(=O)CCC)S,CCCC(=O)OCCC(S)CCC,,CCCC(=O)OCCC(S)CCC,CCCC(=O)OCCC(S)CCC,Pale pink to pale orange liquid; aroma of roasted meat,,,,,3852,3188,,204.33,204.33,C10H20O2S,C10H20O2S,,196,,,,0.960-0.965,,,,,,"Insoluble in water,soluble in organic solvents,oils; Miscible at room temperature (in ethanol)",insoluble in water; soluble in ethanol and heptane,liquid,liquid,Pale pink to pale orange liquid; aroma of roasted meat,,,,,,,,,,,,,clear liquid,
624-41-9,624-41-9,,2-Methylbutyl Acetate,11085337,12209,0,CCC(C)COC(=O)C,CCC(C)COC(C)=O,,CCC(C)COC(C)=O,CCC(C)COC(C)=O,"Dimethyl sulfide appears as a clear colorless to straw colored liquid with a disagreeable odor. Flash point less than 0 °F. Less dense than water and slightly soluble in water. Vapors are heavier than air.; Liquid; Colorless liquid with a very unpleasant odor; [ACGIH]; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless to pale yellow liquid with unpleasant odour of wild radish, cabbage; A clear colorless to straw colored liquid with a disagreeable odor.",,,,,3644,2746,,130.18,130.18,C7H14O2,C7H14O2,37.22,138,-97.78,,,0.872-0.877,-37.78,,502,6.34 [mmHg]; 4 mmHg,4,"Soluble in alcohol, ether; soluble in water at concentrations below 300 mM; Slightly soluble in water; soluble in ethanol, ethyl ether; In water, 2.2X10+4 mg/L at 25 °C; 22 mg/mL at 25 °C; Solubility in water: none; insoluble in water; soluble in ethyl alcohol and ethyl ether; 1 ml in 1 ml 95% alcohol (in ethanol)",soluble in fat; slightly soluble in water,liquid,gas,"Dimethyl sulfide appears as a clear colorless to straw colored liquid with a disagreeable odor. Flash point less than 0 °F. Less dense than water and slightly soluble in water. Vapors are heavier than air.; Liquid; Colorless liquid with a very unpleasant odor; [ACGIH]; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless to pale yellow liquid with unpleasant odour of wild radish, cabbage; A clear colorless to straw colored liquid with a disagreeable odor.",,,,,,,,Characteristic flavor,,,"UNPLEASANT ODOR OF WILD RADISH, CABBAGE-LIKE","Odor Threshold Low: 0.0098 [ppm]; Odor Threshold High: 0.02 [ppm]; [ICSC] Odor threshold from CHEMINFO; The mean value of an odor threshold determined by sensory test for dimethyl sulfide was 0.063 ppm.; Reported odor threshold for dimethyl sulfide is 1-20 ppb, with a mean value of 11 ppb; Approx 1 ppb.","Liquid; Transparent liquid; [OECD SIDS: Primary Amyl Acetate (Mixed Isomers) - 2006] Colorless to pale yellow liquid with a fruity odor like bananas; [Charkit Chemical MSDS]; colourless to pale yellow liquid with an apple peel, banana odour",
28588-74-1,28588-74-1,,2-Methyl-3-furanthiol,11031396,34286,0,CC1=C(C=CO1)S,Cc1occc1S,,Cc1occc1S,Cc1occc1S,"colourless to pale yellow liquid/sweet, floral odour",,,,,3188,2773,,114.17,114.17,C5H6OS,C5H6OS,,60,,,,1.141-1.150,,,,,,1 ml in 1 ml 95% alcohol (in ethanol),"Insoluble in water,soluble in organic solvents,oils; Miscible at room temperature (in ethanol)",liquid,liquid,"colourless to pale yellow liquid/sweet, floral odour",,,,,,,,,,,,,Pale pink to pale orange liquid; aroma of roasted meat,
75-18-3,75-18-3,,Dimethyl Sulfide,5368797,1068,0,CSC,CSC,,CSC,CSC,"Solid; Colourless oily liquid; powerful sweet earthy odour with strong herbaceous note reminiscent of lavender-lavadin, rose and hay",,,,,2746,2805,,62.14,62.14,C2H6S,C2H6S,,37.22,175,-97.78,,0.8483 g/cu cm at 20 °C,,-37.78,,"502.0 [mmHg]; 502 mm Hg at 25 °C; Vapor pressure, kPa at 20 °C: 53.2",,insoluble in water; soluble in oils; Miscible at room temperature (in ethanol),"Soluble in alcohol, ether; soluble in water at concentrations below 300 mM; Slightly soluble in water; soluble in ethanol, ethyl ether; In water, 2.2X10+4 mg/L at 25 °C; 22 mg/mL at 25 °C; Solubility in water: none; insoluble in water; soluble in ethyl alcohol and ethyl ether; 1 ml in 1 ml 95% alcohol (in ethanol)",gas,solid,"Solid; Colourless oily liquid; powerful sweet earthy odour with strong herbaceous note reminiscent of lavender-lavadin, rose and hay",,,,,,,,,,,,,"Dimethyl sulfide appears as a clear colorless to straw colored liquid with a disagreeable odor. Flash point less than 0 °F. Less dense than water and slightly soluble in water. Vapors are heavier than air.; Liquid; Colorless liquid with a very unpleasant odor; [ACGIH]; COLOURLESS LIQUID WITH CHARACTERISTIC ODOUR.; colourless to pale yellow liquid with unpleasant odour of wild radish, cabbage; A clear colorless to straw colored liquid with a disagreeable odor.",
141-12-8,0141-12-8,,Neryl acetate,6857681,1549025,0,CC(=CCC/C(=C\COC(=O)C)/C)C,CC(=O)OCC=C(C)CCC=C(C)C,CC(=O)OC/C=C(/C)CCC=C(C)C,CC(=O)OCC=C(C)CCC=C(C)C,CC(=O)OC/C=C(/C)CCC=C(C)C,clear colourless liquid,,,,,2773,3895,,196.29,196.29,C12H20O2,C12H20O2,,,,,,0.905-0.914,,,,,,"insoluble in water; soluble in ethanol, triacetin and heptane",1 ml in 1 ml 95% alcohol (in ethanol),liquid,liquid,clear colourless liquid,,,,,,,,,,,,,"colourless to pale yellow liquid/sweet, floral odour",
3391-86-4,3391-86-4,,1-Octen-3-Ol,22311,18827,0,CCCCCC(C=C)O,C=CC(O)CCCCC,,C=CC(O)CCCCC,C=CC(O)CCCCC,"Isopropyl mercaptan is a white liquid with a strong skunk-like odor. (USCG, 1999); Liquid; Liquid with a very unpleasant odor; [Hawley] Colorless liquid with a strong skunk odor; [HSDB]; colourless liquid with onion odour",,,,,2805,3897,,128.21,128.21,C8H16O,C8H16O,52.56,85,-130.44,175,,0.835-0.845,-34.44,,277.3,,,"Miscible in ethanol, ether; very soluble in acetone; soluble in chloroform; soluble in oil and alcohol",insoluble in water; soluble in oils; Miscible at room temperature (in ethanol),solid,liquid,"Isopropyl mercaptan is a white liquid with a strong skunk-like odor. (USCG, 1999); Liquid; Liquid with a very unpleasant odor; [Hawley] Colorless liquid with a strong skunk odor; [HSDB]; colourless liquid with onion odour",,,,,,,,,,,Extremely unpleasant odor; Strong skunk odor,,"Solid; Colourless oily liquid; powerful sweet earthy odour with strong herbaceous note reminiscent of lavender-lavadin, rose and hay",
33049-93-3,33049-93-3,,Prenyl thioacetate,816786,3084571,0,CC(=CCSC(=O)C)C,CC(=O)SCC=C(C)C,,CC(=O)SCC=C(C)C,CC(=O)SCC=C(C)C,"White to brownish solid with a fecal odor; [Merck Index] Odor becomes pleasant and sweet at very low concentrations; [HSDB] White crystalline flakes with a stench; [MSDSonline]; Solid; White scales or powder; Mothball, putrid, decayed, faecal odour, jasmine-like or fruity upon dilution",,,,,3895,3019,,144.24,144.24,C7H12OS,C7H12OS,,68,95,,,0.964-0.969,,,,,,"SOL IN HOT WATER, ALC, BENZENE, CHLOROFORM, ETHER; SOL IN ACETONE, WATER, ETHANOL, ETHER; 0.498 mg/mL; Soluble in boiling water; Soluble (in ethanol); 6.8 [ug/mL] (The mean of the results at pH 7.4)","insoluble in water; soluble in ethanol, triacetin and heptane",liquid,solid,"White to brownish solid with a fecal odor; [Merck Index] Odor becomes pleasant and sweet at very low concentrations; [HSDB] White crystalline flakes with a stench; [MSDSonline]; Solid; White scales or powder; Mothball, putrid, decayed, faecal odour, jasmine-like or fruity upon dilution",,,,,,,,"WARM, OVER-RIPE, FRUITY FLAVOR BELOW 0.1 PPM",,,"CHARACTERISTIC FECAL ODOR AT HIGH LEVELS, BECOMING PLEASANT, SWEET, AND WARM AT VERY LOW LEVELS; Fecal odor",,clear colourless liquid,
75-33-2,75-33-2,,2-Propanethiol,7018233,6364,0,CC(C)S,CC(C)S,,CC(C)S,CC(C)S,yellow to orange liquid,,,,,3897,3472,,76.16,76.16,C3H8S,C3H8S,,52.56,,-130.44,,0.8143 at 20 °C/4 °C,,-34.44,,277.0 [mmHg]; 277.3 mm Hg at 25 °C,,,"Miscible in ethanol, ether; very soluble in acetone; soluble in chloroform; soluble in oil and alcohol",liquid,liquid,yellow to orange liquid,,,,,,,,,,,,,"Isopropyl mercaptan is a white liquid with a strong skunk-like odor. (USCG, 1999); Liquid; Liquid with a very unpleasant odor; [Hawley] Colorless liquid with a strong skunk odor; [HSDB]; colourless liquid with onion odour",
83-34-1,83-34-1,,Skatole,87085,6736,0,CC1=CNC2=CC=CC=C12,Cc1c[nH]c2ccccc12,,Cc1c[nH]c2ccccc12,Cc1c[nH]c2ccccc12,"Carvyl acetate is a clear colorless liquid. (NTP, 1992); colourless to pale yellow liquid with a spearminty odour",,,,,3019,2250,,131.17,131.17,C9H9N,C9H9N,,-266,,95,,,97.22,,,0.0055 [mmHg]; 0.0055 mm Hg,,slightly soluble in water; soluble in alcohol and most fixed oils,"SOL IN HOT WATER, ALC, BENZENE, CHLOROFORM, ETHER; SOL IN ACETONE, WATER, ETHANOL, ETHER; 0.498 mg/mL; Soluble in boiling water; Soluble (in ethanol); 6.8 [ug/mL] (The mean of the results at pH 7.4)",solid,liquid,"Carvyl acetate is a clear colorless liquid. (NTP, 1992); colourless to pale yellow liquid with a spearminty odour",,,,,,,,,,,,,"White to brownish solid with a fecal odor; [Merck Index] Odor becomes pleasant and sweet at very low concentrations; [HSDB] White crystalline flakes with a stench; [MSDSonline]; Solid; White scales or powder; Mothball, putrid, decayed, faecal odour, jasmine-like or fruity upon dilution",
